"id","client_id","account_number","account_type","opening_date","balance","currency","is_active"
"96","96","GB42RYMK92347291826924","personal","2013-09-04","422.18","GBP","1"
"97","97","NL37VIME5041908210","personal","2020-02-15","3615.28","EUR","1"
"98","98","GB96SAFQ58146451422811","savings","2025-07-02","6644.01","EUR","1"
"99","99","GB70TFRQ3105269185233","savings","2025-05-01","3483.94","CNY","1"
"100","100","PL06160014988018405254072","personal","2019-02-16","907.56","USD","1"
"101","101","GB21NSEO83673664164791","savings","2021-04-14","15.47","SEK","1"
"102","102","FR6973758962549082994926712","personal","2017-02-12","756905.43","EUR","1"
"103","103","GB03SBAP33389421054225","savings","2022-06-09","760.11","BRL","1"
"104","104","FR9388563209866627477164523","personal","2013-10-09","192.89","EUR","1"
"105","105","NL98TLBD3141272313","personal","2023-01-30","5.41","EUR","1"
"106","106","GB32GCPC28098133808690","personal","2023-08-11","170.96","JPY","1"
"107","107","TR142800380356817155680236","personal","2025-10-19","80952.17","TRY","1"
"108","108","GB41LGQP63477702778900","personal","2023-03-13","61.14","JPY","1"
"109","109","GB55OLXS52440265943676","savings","2013-01-13","347.08","JPY","1"
"110","110","RU54NGUN8068568745400","personal","2022-03-11","258916.37","RUB","1"
"111","111","PL60109016278856780580532","business","2025-11-17","881803.13","PLN","1"
"112","112","GB60OSQS01727347149342","personal","2020-01-05","7822.09","GBP","1"
"113","113","FR4361809401975505142193576","personal","2022-05-22","848.48","EUR","1"
"114","114","DE80563477190802569384","savings","2024-10-10","687.69","EUR","1"
"115","115","GB91OVJX01089073635034","personal","2023-07-21","326.56","USD","1"
"116","116","DE79830270925055532652","personal","2021-03-02","255.23","EUR","1"
"117","117","GB24XMNM92045281449375","business","2023-01-05","2638.36","USD","1"
"118","118","NL76EJSI9669354899","savings","2024-08-29","779.54","EUR","1"
"119","119","ES2177485495418716480897","savings","2016-08-23","933.30","EUR","1"
"120","120","GB35CXEO3643276888312","business","2024-09-10","690.01","EUR","1"
"121","121","GB81APBH43235545311010","savings","2025-03-14","576.11","SEK","1"
"122","122","PL58109017440241253624295","savings","2025-09-01","61127.92","PLN","1"
"123","123","IT35N1564815338243175009539","personal","2024-06-20","6312.88","EUR","1"
"124","124","NL07EYKU5303423085","business","2024-09-29","5031.57","EUR","1"
"125","125","GB91EMVH11060873884245","personal","2025-03-17","9034.06","USD","0"
"126","126","RU43JWVE3594291615004","personal","2018-12-11","504861.97","RUB","1"
"127","127","NL70HNFR3745551626","personal","2023-06-16","32.15","EUR","1"
"128","128","IT03S3436686360284888689190","personal","2021-08-18","74979.10","EUR","1"
"129","129","GB12HKVP47280646244664","personal","2025-12-12","46045.22","USD","1"
"130","130","ES9178661935038791842121","personal","2023-09-02","602.47","EUR","1"
"131","131","GB90ZPHM68376107528150","business","2021-06-14","524197.87","USD","1"
"132","132","IT75Q1488459505001050750156","personal","2018-12-03","825.99","EUR","1"
"133","133","NL46MCYT9827583591","personal","2024-01-03","98298.60","EUR","1"
"134","134","GB30BMUT69046085426406","personal","2022-02-27","1779.04","GBP","1"
"135","135","GB34KNRH54170464262749","savings","2024-01-13","1289.33","GBP","1"
"136","136","PL50114027572400448569645","personal","2021-10-15","4121.45","EUR","1"
"137","137","FR4055087491669346226341743","personal","2025-01-06","144.46","EUR","1"
"138","138","DE22032285958797369396","personal","2018-05-13","959390.33","EUR","1"
"139","139","GB54ZKEZ46690216209604","personal","2019-02-21","7803.18","BRL","1"
"140","140","GB32NKSF44039917324664","savings","2014-11-28","208.59","GBP","1"
"141","141","GB91ZXAT43715067406252","personal","2020-11-26","684.44","SEK","1"
"142","142","RU96KRWR2218784102995","personal","2025-07-03","848216.25","USD","1"
"143","143","IT87P8836455909223612237745","personal","2021-08-17","805.95","EUR","1"
"144","144","TR121682242713813451490521","savings","2020-11-15","828.36","EUR","1"
"145","145","FR4376902774212480001108221","personal","2023-07-19","58440.41","EUR","1"
"146","146","IT55D6904111001139885522127","savings","2025-07-21","394.30","USD","1"
"147","147","GB30SESV51869262324291","personal","2020-06-27","812.07","USD","1"
"148","148","RU54KZLG7239694583298","personal","2025-09-30","618.49","RUB","1"
"149","149","GB50RZTM43907915017101","personal","2023-08-09","6736.15","GBP","1"
"150","150","GB55YIAY84684545949757","savings","2024-11-18","82075.06","BRL","1"
"151","151","DE67299821889369332518","personal","2023-04-05","65376.72","EUR","1"
"152","152","GB94LKXK6150032983037","personal","2023-12-03","6659.81","CNY","1"
"153","153","RU16ZAND1922293660613","savings","2017-11-14","463.58","RUB","1"
"154","154","GB90FRPY70868756409268","personal","2023-08-07","2884.64","SEK","1"
"155","155","GB60PMIV73893072116117","personal","2024-08-30","62.94","GBP","1"
"156","156","RU75FINL4728267907563","savings","2021-11-08","2650.09","RUB","1"
"157","157","NL58MCIN0282804548","personal","2025-05-31","157.66","EUR","1"
"158","158","FR1597648944679848557305700","savings","2025-05-10","5090.31","GBP","1"
"159","159","NL62IZNG1135659123","personal","2012-08-03","5281.12","EUR","1"
"160","160","IT23I0617108991533287513064","personal","2018-08-08","7093.37","EUR","1"
"161","161","RU19LRUR3328473760222","savings","2019-01-02","995.52","USD","1"
"162","162","FR2845076189499958645437013","savings","2022-07-03","276.35","EUR","1"
"163","163","RU36GEUI8583190400839","personal","2017-12-03","386.99","RUB","1"
"164","164","GB90WZUQ2704601781073","savings","2021-01-30","331.29","GBP","1"
"165","165","GB10IZXZ1662342280150","personal","2020-08-29","521.07","CNY","1"
"166","166","IT56F5606588179037777477606","personal","2019-12-21","9949.32","EUR","1"
"167","167","GB54QZPV23307201976335","personal","2023-06-01","47957.44","USD","1"
"168","168","GB56GQPV0297428291129","personal","2025-01-28","448.87","USD","1"
"169","169","DE55277896224785329324","savings","2024-12-25","3080.12","EUR","1"
"170","170","ES6425949181009846760694","savings","2021-03-16","39.82","EUR","1"
"171","171","IT88N3437669105720100719982","personal","2021-05-28","162.63","EUR","1"
"172","172","ES4035687949473779013887","business","2018-06-07","349.96","USD","1"
"173","173","TR735950906367619309163875","personal","2019-03-14","272.45","TRY","1"
"174","174","GB08HJGR42004364812402","personal","2015-03-01","697082.47","JPY","1"
"175","175","GB50IJTF19264973135624","personal","2015-10-26","1747.65","SEK","1"
"176","176","TR355658070429441928298699","personal","2017-10-22","192.72","TRY","1"
"177","177","PL44109019322053719673401","savings","2025-01-01","50.81","EUR","0"
"178","178","DE31430233553995185905","personal","2021-01-21","435.53","EUR","1"
"179","179","DE25896076205863141244","savings","2015-05-27","6584.16","EUR","1"
"180","180","PL05114026748609981139913","savings","2016-02-15","643.23","PLN","1"
"181","181","PL28114025041642578085688","personal","2024-07-26","934.18","PLN","1"
"182","182","TR534352149841387096172836","personal","2019-05-23","273.43","USD","0"
"183","183","FR2582500018890345834457103","savings","2021-03-07","584.91","USD","1"
"184","184","NL91OGTU8736028939","personal","2024-09-11","837.75","EUR","1"
"185","185","GB42QVDH6773575023677","savings","2014-08-01","282.40","CNY","1"
"186","186","GB31FRMB81125506562992","savings","2023-07-21","235.12","USD","1"
"187","187","NL55ACVS3751064574","savings","2018-10-10","424.05","EUR","1"
"188","188","PL36105015536332352996787","personal","2010-12-27","2778.79","USD","1"
"189","189","GB48DEZY77154710679151","personal","2023-12-03","38945.94","USD","1"
"190","190","FR4156858636084015217290302","personal","2025-04-01","981.84","EUR","1"
"191","191","TR815987709094906303615483","business","2023-01-24","393.81","TRY","1"
"192","192","RU69QBZC6206765697274","personal","2024-09-01","7827.71","RUB","1"
"193","193","RU39RICQ2874683361353","personal","2022-10-03","77057.26","RUB","1"
"194","194","NL93HMMJ6912029492","business","2021-03-10","1201.31","EUR","0"
"195","195","NL47QKQQ6387841228","personal","2016-09-20","57339.37","EUR","1"
"196","196","IT83H9543062421724820951711","personal","2015-01-23","6813.26","EUR","1"
"197","197","DE16335588239043564682","personal","2020-09-05","316.79","EUR","1"
"198","198","GB25DCPG94390401724436","personal","2020-06-12","1173.48","SEK","1"
"199","199","IT49L6314592566523788017670","personal","2015-03-09","97722.22","EUR","1"
"200","200","TR594272343182959321492534","savings","2025-04-16","87.36","USD","1"
"201","31","GB03YSHM18506474897060","savings","2021-05-30","493.29","JPY","1"
"202","84","IT19E3272994894675861651596","savings","2023-10-16","318.44","EUR","1"
"203","116","DE25360085514469153406","personal","2015-07-25","7464.74","EUR","1"
"204","159","NL75HUAM5654700616","personal","2014-10-20","7173.56","EUR","1"
"205","84","IT97J1443185833928639307271","personal","2023-09-09","83086.67","EUR","1"
"206","142","RU11PUPY5243528094637","personal","2025-03-18","656.13","GBP","1"
"207","58","GB25JCBL64422743064521","business","2025-01-09","537.51","USD","1"
"208","130","ES5921139948716497270295","personal","2023-12-11","9333.80","EUR","1"
"209","42","GB63IFRU81044385288027","personal","2021-06-20","485.86","EUR","1"
"210","158","FR7794850057547028224411855","personal","2013-07-01","797.85","EUR","1"
"211","23","DE65838493514887326567","savings","2024-08-11","567.06","EUR","1"
"212","47","RU58MFGR6481068184657","savings","2023-08-06","34.64","RUB","1"
"213","78","ES3329555713381520964975","personal","2024-02-25","5009.08","EUR","1"
"214","50","PL29109017727192521381807","personal","2024-08-14","644.91","PLN","1"
"215","180","PL56102012656817545525833","business","2012-12-08","9223.17","PLN","1"
"216","41","GB42SJQN66616801136184","personal","2018-07-05","836.61","SEK","1"
"217","175","GB28BCLT70566471277421","personal","2016-08-08","612.68","GBP","0"
"218","60","GB61MYAT79348035097736","personal","2013-04-07","465513.54","GBP","1"
"219","18","GB06SSZE13092599701869","personal","2019-09-30","732.74","JPY","1"
"220","139","GB20UVAC07667753877914","personal","2022-11-22","818.80","BRL","0"
"221","65","GB08PNHW68917123776376","personal","2019-07-29","967.10","GBP","1"
"222","33","TR216104648884130536477065","personal","2018-07-19","717.72","EUR","0"
"223","24","RU43CZPM7935409186571","business","2020-08-25","125583.39","RUB","1"
"224","157","NL28DAFB6819277493","personal","2024-11-22","283.83","EUR","1"
"225","50","PL52102014692835325824993","savings","2020-07-23","32.52","PLN","1"
"226","51","ES8007348435358142608507","savings","2024-12-05","129.99","EUR","1"
"227","42","GB39PLLJ53883658247761","savings","2021-10-14","8925.87","EUR","1"
"228","167","GB68UMSS41016276488026","personal","2025-08-19","72735.32","USD","1"
"229","174","GB61RBJN47746763203293","personal","2014-11-17","191.51","JPY","1"
"230","8","GB27QBBB01976374839817","personal","2019-05-25","47286.41","EUR","1"
"231","28","GB50ZACW93786165114074","savings","2018-07-01","8801.83","JPY","1"
"232","154","GB72XHXI30893641676354","personal","2025-12-27","139.74","SEK","1"
"233","49","GB69UMHX13525774304164","savings","2021-11-19","54694.92","EUR","1"
"234","61","RU14RWZK5059392356943","personal","2018-12-28","29.01","RUB","1"
"235","22","GB19SOFY08526727499715","personal","2024-11-29","9079.67","GBP","1"
"236","156","RU77ZCGU6078283142299","business","2019-01-02","941.99","RUB","1"
"237","5","GB79DLYB5070370082799","business","2015-06-27","3376.06","CNY","1"
"238","178","DE19214120538811136353","personal","2024-10-18","26.42","EUR","1"
"239","55","TR587593333762921911960059","savings","2025-04-01","223.78","USD","1"
"240","169","DE82593849727707523035","personal","2022-12-25","161.59","EUR","1"
"241","56","DE21534289100214230323","savings","2012-12-24","777.09","EUR","0"
"242","61","RU97FULX4502992124647","personal","2023-12-07","48.57","RUB","1"
"243","161","RU12IITF4871016095581","savings","2024-10-07","43240.49","USD","1"
"244","88","RU46BDRN9319699416298","personal","2020-08-01","862.96","RUB","0"
"245","1","TR409621545964533639386967","savings","2019-12-04","215.60","USD","1"
"246","26","GB92UHOT35799543467895","personal","2020-07-31","558.23","JPY","1"
"247","125","GB93MIYA91300084197528","personal","2023-07-12","519.98","JPY","1"
"248","60","GB68TNBG94923662053134","personal","2012-09-17","29.20","GBP","1"
"249","46","TR376302215693448887149450","personal","2015-11-06","351.49","TRY","1"
"250","132","IT88G3004577933612560744599","personal","2019-12-14","194.83","EUR","0"
"251","175","GB52QEDR03476054266148","savings","2012-09-14","135.86","SEK","1"
"252","85","GB89VMPS8694117189722","savings","2020-01-27","413.95","CNY","1"
"253","124","NL69MEVS0244601645","personal","2025-06-18","281.19","EUR","1"
"254","136","PL31102010200119043794135","personal","2020-03-11","5060.50","EUR","1"
"255","23","DE60246217208948807601","business","2019-08-06","3770.07","GBP","1"
"256","58","GB38PBDB35433899981738","personal","2012-07-31","28074.47","USD","1"
"257","48","NL37AJQN6773224667","savings","2017-08-09","900.12","EUR","1"
"258","62","PL66102017235863179889299","savings","2021-11-03","285.68","PLN","1"
"259","189","GB87QUNO37004185709392","savings","2024-11-04","855.70","EUR","0"
"260","161","RU19RIQL9866816139045","personal","2024-06-28","143.20","RUB","1"
"261","121","GB08VVLV87152570596156","savings","2023-04-15","6615.30","SEK","1"
"262","179","DE19013124231897823002","personal","2018-05-13","9333.73","EUR","1"
"263","124","NL21MXYS7733859802","personal","2020-11-27","317.07","EUR","1"
"264","38","ES0775879584622212275602","personal","2017-11-21","6000.85","EUR","0"
"265","119","ES5332222337319992719583","personal","2022-08-04","5994.43","EUR","1"
"266","87","TR243521181864909546043721","personal","2023-10-07","775.29","TRY","1"
"267","133","NL19UHRS4555268801","personal","2022-02-17","734.87","EUR","1"
"268","43","FR9353294639862932485762689","personal","2023-12-30","814.17","USD","1"
"269","4","IT77T4092753465001467353016","personal","2025-04-12","2091.75","EUR","0"
"270","110","RU07GIEX8222682570056","personal","2020-09-04","1514.81","RUB","1"
"271","171","IT11S4201480244512371294396","personal","2024-03-10","442.85","EUR","1"
"272","15","RU57BNHW8790654954768","personal","2025-03-17","716.27","EUR","1"
"273","70","GB98DAPL40361627980094","personal","2023-05-22","51.50","EUR","1"
"274","165","GB33BZLW9068427237898","personal","2018-06-23","90599.63","CNY","1"
"275","133","NL31LBSR9313265348","personal","2023-01-23","573.32","EUR","1"
"276","155","GB37QGJC83554119894964","savings","2024-10-19","9270.45","GBP","1"
"277","83","GB75NUCK90160297189426","savings","2025-05-22","8869.88","GBP","1"
"278","152","GB08UWHW7568941858508","savings","2024-12-15","471.79","CNY","1"
"279","76","FR5550282141699293856989417","personal","2023-01-08","36927.08","EUR","1"
"280","96","GB69CJRX50747426255556","personal","2019-11-15","895.99","USD","1"
"281","59","ES2854023997636905503726","personal","2025-02-26","55232.93","EUR","0"
"282","81","PL08114021897672823094072","personal","2016-05-22","352.01","PLN","1"
"283","83","GB32PMVZ85914731110949","personal","2023-06-28","8991.11","GBP","1"
"284","176","TR130369030407567821484783","personal","2019-05-26","336.99","USD","1"
"285","14","GB30JGBO83679129274021","business","2021-12-12","25720.15","JPY","1"
"286","99","GB84XDBZ6529663079763","personal","2024-06-04","2382.64","CNY","1"
"287","127","NL97AWPH9395805840","savings","2016-01-06","2676.17","EUR","1"
"288","106","GB03YDDB33362417453570","personal","2019-01-10","470.84","JPY","1"
"289","47","RU67EEIV5547926198347","savings","2023-08-08","608.16","RUB","1"
"290","185","GB36KAEC2331011600893","savings","2019-10-22","194.67","CNY","1"
"291","198","GB52UAYP46441254746760","business","2020-10-21","3307.03","SEK","1"
"292","93","ES0793610791720008961296","savings","2023-06-10","3472.99","EUR","1"
"293","16","TR686921213893288930061980","personal","2015-11-21","118.23","TRY","1"
"294","32","FR5857981970881521359807487","personal","2019-03-04","1007.34","USD","1"
"295","174","GB86ISZZ59627115917276","personal","2014-03-22","415.42","JPY","1"
"296","139","GB43IQSD77720308866420","personal","2025-05-30","63867.91","BRL","0"
"297","19","GB67YYRA26599208925200","personal","2016-03-28","4147.78","JPY","1"
"298","194","NL76SOVQ6061257028","personal","2020-09-29","756.02","USD","1"
"299","177","PL96102014908914643478139","personal","2024-11-25","642.65","PLN","1"
"300","157","NL47YZGB9364819090","personal","2024-07-16","206.35","EUR","1"
"id","transaction_id","reason","risk_level","alert_date","flagged_by"
"1","260","rapid transfers","High","2024-05-12","analyst"
"2","760","rapid transfers","Medium","2024-08-09","analyst"
"3","240","unusual location","Medium","2024-12-14","analyst"
"4","860","unusual location","Medium","2024-12-22","system"
"5","760","high amount","Medium","2025-01-29","system"
"6","300","unusual location","Medium","2024-09-19","analyst"
"7","260","rapid transfers","Low","2024-11-15","system"
"8","260","rapid transfers","High","2024-12-22","analyst"
"9","320","high amount","High","2024-07-17","system"
"10","1080","rapid transfers","High","2024-12-02","analyst"
"11","180","high amount","High","2024-12-25","system"
"12","960","unusual location","Medium","2024-11-19","analyst"
"13","920","unusual location","Low","2024-09-02","analyst"
"14","720","unusual location","High","2024-10-22","system"
"15","880","high amount","High","2025-01-09","system"
"16","740","rapid transfers","Medium","2024-05-30","system"
"17","680","high amount","Low","2024-11-16","analyst"
"18","760","rapid transfers","Low","2025-01-13","system"
"19","620","unusual location","High","2024-08-25","analyst"
"20","1000","high amount","Medium","2024-10-06","analyst"
"21","860","high amount","High","2024-06-09","analyst"
"22","880","unusual location","Medium","2024-12-17","system"
"23","740","high amount","High","2024-07-08","analyst"
"24","60","rapid transfers","Medium","2025-02-05","system"
"25","360","high amount","Medium","2025-01-17","analyst"
"26","980","unusual location","Medium","2024-06-10","analyst"
"27","940","unusual location","High","2024-05-05","analyst"
"28","360","rapid transfers","Low","2024-09-14","system"
"29","860","high amount","Low","2024-10-22","analyst"
"30","100","unusual location","High","2025-04-02","system"
"31","120","unusual location","Low","2025-04-08","analyst"
"32","1040","high amount","Low","2024-08-12","analyst"
"33","200","high amount","Medium","2024-06-28","analyst"
"34","520","rapid transfers","Medium","2024-05-24","analyst"
"35","780","rapid transfers","High","2024-05-12","analyst"
"36","240","rapid transfers","High","2024-11-07","system"
"37","640","unusual location","Low","2024-07-14","system"
"38","500","rapid transfers","Medium","2024-07-27","system"
"39","1040","rapid transfers","Medium","2024-07-11","system"
"40","380","rapid transfers","Medium","2024-08-12","system"
"41","880","rapid transfers","Low","2024-10-18","analyst"
"42","860","unusual location","Low","2025-03-09","analyst"
"43","640","high amount","High","2024-06-02","analyst"
"44","460","high amount","High","2024-09-11","system"
"45","720","high amount","High","2024-06-17","analyst"
"46","740","high amount","Low","2024-12-10","system"
"47","620","high amount","Medium","2024-11-30","analyst"
"48","480","high amount","Low","2024-11-12","analyst"
"49","540","unusual location","High","2024-05-06","system"
"50","1040","unusual location","Medium","2024-05-28","analyst"
"id","first_name","last_name","identifier","birth_date","email","phone","gender","registration_date","is_active","country","locale"
"1","Kızıl","Durdu","88670444663","1972-06-26","sencar90@example.com","+90(793)6603177","M","2017-08-02","No","Turkey","tr_TR"
"2","Ljubica","Schleich","796-01-3502","1966-02-18","schuchhardtemil@example.net","(08772)011165","F","2023-09-19","No","Germany","de_DE"
"3","Митофан","Галкина","001046576796","1957-03-08","valerija50@example.net","8(827)831-76-42","F","2018-06-17","Yes","Russia","ru_RU"
"4","Bettina","Luzi","CPCPRG42A64A192R","1953-03-18","wtrombetta@example.com","0572346102","F","2024-05-12","No","Italy","it_IT"
"5","婷婷","彭","330825198007119842","1982-10-30","ganghao@example.com","13031657184","F","2015-06-01","Yes","China","zh_CN"
"6","Yéssica","Esparza","248-70-4116","1992-09-01","jose-luis18@example.org","+34806678211","M","2023-08-19","No","Spain","es_ES"
"7","Cécile","Alexandre","239105050228677","1955-04-25","diaspatricia@example.com","0483344091","F","2024-04-08","Yes","France","fr_FR"
"8","Theresa","Farmer","871-87-0978","1987-03-17","zharris@example.com","(302)510-0593x460","F","2016-11-23","Yes","United States","en_US"
"9","Ana Clara","Gomes","20715368435","1977-01-09","qsouza@example.com","3121832827","F","2023-10-31","Yes","Brazil","pt_BR"
"10","Joseph","Pinto","266088708542902","1962-09-17","lelievreclemence@example.org","+33142590333","M","2015-12-15","No","France","fr_FR"
"11","Jip","van den Berg","374219680","1957-03-31","sittersquinten@example.com","+31(0)976521572","M","2010-10-30","No","Netherlands","nl_NL"
"12","云","陆","370921196101069157","1998-01-25","yuanmin@example.net","13959128151","M","2018-06-04","Yes","China","zh_CN"
"13","Catherine","Ramos","265089122804118","1955-09-04","duboisalix@example.com","0345927227","M","2012-03-08","No","France","fr_FR"
"14","舞","福田","789-56-8352","1999-02-28","katomituru@example.com","090-9192-1498","F","2021-04-06","No","Japan","ja_JP"
"15","Агафон","Белов","397303412021","1963-03-08","viktorin76@example.com","+70273921495","F","2025-03-05","No","Russia","ru_RU"
"16","Nurey","Ergül","38103229020","1982-11-17","eraslanmurit@example.org","+90(935)986-8140x5704","F","2012-10-02","Yes","Turkey","tr_TR"
